Hora de inicio,Número de ordeño,Duración (mm:ss),Producción (kg),Intervalo de ordeño (hh:mm),Duracion de Incremento,Duracion de Decremento,Tiempo de Incremento,Tiempo de Decremento,Ubre,Pezón,Destino Leche,Razón de la desviación,Programa de lavado,MS,Usuario,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario,Num Lactacion
03/02/2025 13:47,2,06:01,14.57,06:03,3.38,3.81,4.08,3.3,0,,Tanque,,,VMS 1,,,,,,,
03/02/2025 21:54,3,08:49,19.71,08:00,4.67,4.97,5.29,4.78,0,,Tanque,,,VMS 1,,,,,,,
04/02/2025 03:01,1,05:39,13,04:58,2.97,3.43,3.43,3.17,0,,Tanque,,,VMS 1,,,,,,,
04/02/2025 14:19,2,08:40,26.7,11:12,6.09,6.47,7.64,6.5,0,,Tanque,,,VMS 1,,,,,,,
04/02/2025 21:35,3,08:04,17.92,07:06,4.06,4.54,4.66,4.66,0,,Tanque,,,VMS 1,,,,,,,
05/02/2025 05:57,1,08:10,20.24,08:14,4.79,4.96,5.45,5.04,0,,Tanque,,,VMS 1,,,,,,,
05/02/2025 11:18,2,07:56,13,05:12,3.06,3.3,3.42,3.22,0,,Tanque,,,VMS 1,,,,,,,
05/02/2025 17:55,3,06:10,17.35,06:29,3.93,4.37,4.69,4.36,0,,Tanque,,,VMS 1,,,,,,,
06/02/2025 01:28,1,08:37,19.35,07:27,4.47,4.8,5.09,4.99,0,,Tanque,,,VMS 1,,,,,,,
06/02/2025 08:33,2,09:17,17.89,06:56,4.17,4.39,4.86,4.47,0,,Tanque,,,VMS 1,,,,,,,
06/02/2025 18:15,3,08:10,23.36,09:32,5.42,5.77,6.4,5.77,0,,Tanque,,,VMS 1,,,,,,,
06/02/2025 21:45,4,06:04,7.96,03:22,1.97,1.98,1.85,2.16,0,,Tanque,,,VMS 1,,,,,,,
07/02/2025 06:56,1,10:32,23.87,09:04,5.26,5.82,6.58,6.21,0,,Tanque,,,VMS 1,,,,,,,
07/02/2025 15:55,2,10:01,22.79,08:48,5.19,5.61,5.91,6.08,0,,Tanque,,,VMS 1,,,,,,,
07/02/2025 21:14,3,07:28,12.13,05:09,2.74,3.03,3.34,3.02,0,,Tanque,,,VMS 1,,,,,,,
08/02/2025 01:59,1,08:58,10.92,04:37,2.55,2.81,2.94,2.62,0,,Tanque,,,VMS 1,,,,,,,
08/02/2025 06:43,2,09:00,13.32,04:34,3.02,3.34,3.33,3.63,0,,Tanque,,,VMS 1,,,,,,,
08/02/2025 19:03,3,09:19,25.89,12:11,5.89,6.52,6.81,6.67,0,,Tanque,,,VMS 1,,,,,,,
09/02/2025 02:53,1,06:55,20.18,07:40,4.54,5.06,5.35,5.23,0,,Tanque,,,VMS 1,,,,,,,
09/02/2025 14:48,2,08:17,24.58,11:48,5.75,6.14,6.31,6.38,0,,Tanque,,,VMS 1,,,,,,,
09/02/2025 22:28,3,09:24,16.02,07:31,3.7,3.96,4.31,4.05,0,,Tanque,,,VMS 1,,,,,,,
10/02/2025 05:27,1,07:59,16.3,06:49,3.72,3.89,4.42,4.27,0,,Tanque,,,VMS 1,,,,,,,
10/02/2025 12:17,2,05:52,16.85,06:41,4.17,4.1,4.21,4.37,0,,Tanque,,,VMS 3,,,,,,,
10/02/2025 18:35,3,05:24,13.37,06:12,3.32,3.26,3.26,3.53,0,,Tanque,,,VMS 3,,,,,,,
10/02/2025 23:23,4,05:22,11.79,04:43,2.96,2.82,2.89,3.12,0,,Tanque,,,VMS 3,,,,,,,
11/02/2025 06:49,1,07:01,19.35,07:19,4.89,4.57,4.78,5.11,0,,Tanque,,,VMS 3,,,,,,,
11/02/2025 16:53,2,07:16,23.22,09:57,5.51,5.54,5.88,6.29,0,,Tanque,,,VMS 3,,,,,,,
12/02/2025 00:57,1,05:49,16.58,07:57,3.99,3.96,4.11,4.52,0,,Tanque,,,VMS 3,,,,,,,
12/02/2025 08:57,2,06:53,20.12,07:53,4.79,4.96,5.11,5.26,0,,Tanque,,,VMS 3,,,,,,,
12/02/2025 15:25,3,07:13,15.7,06:21,4,3.91,3.82,3.97,0,,Tanque,,,VMS 3,,,,,,,
12/02/2025 22:26,4,05:55,16.84,06:53,4.12,4.09,4.09,4.54,0,,Tanque,,,VMS 3,,,,,,,
13/02/2025 08:31,1,07:18,25.12,09:59,6.3,6.05,6.42,6.35,0,,Tanque,,,VMS 3,,,,,,,
13/02/2025 19:32,2,06:00,19.67,10:53,4.75,4.85,4.87,5.2,0,,Tanque,,,VMS 3,,,,,,,
14/02/2025 11:40,1,07:17,25.53,16:02,6.1,6.07,6.52,6.84,0,,Tanque,,,VMS 3,,,,,,,
14/02/2025 23:59,1,08:13,25.32,12:11,6.26,6.21,6.3,6.55,0,,Tanque,,,VMS 3,,,,,,,
15/02/2025 07:56,2,06:51,20.85,07:49,5.39,4.98,5.29,5.19,0,,Tanque,,,VMS 3,,,,,,,
15/02/2025 15:52,3,06:11,18.54,07:48,4.6,4.59,4.47,4.88,0,,Tanque,,,VMS 3,,,,,,,
16/02/2025 00:09,1,06:50,18.91,08:11,4.65,4.55,4.82,4.89,0,,Tanque,,,VMS 3,,,,,,,
16/02/2025 08:06,2,06:25,18.65,07:49,4.72,4.38,4.76,4.79,0,,Tanque,,,VMS 3,,,,,,,
16/02/2025 15:27,3,05:47,16.71,07:14,4.15,4.07,4.14,4.35,0,,Tanque,,,VMS 3,,,,,,,
16/02/2025 22:43,4,05:53,16.51,07:09,4.13,4.09,4.14,4.15,0,,Tanque,,,VMS 3,,,,,,,
17/02/2025 08:39,1,10:18,24.01,09:50,5.73,5.91,5.88,6.49,0,,Tanque,,,VMS 3,,,,,,,
17/02/2025 17:28,2,06:53,20.23,08:38,5.18,5.01,5.1,4.94,0,,Tanque,,,VMS 3,,,,,,,
18/02/2025 02:42,1,07:49,21.72,09:07,5.55,5.16,5.43,5.58,0,,Tanque,,,VMS 3,,,,,,,
18/02/2025 08:35,2,04:49,13.98,05:45,3.32,3.49,3.58,3.59,0,,Tanque,,,VMS 3,,,,,,,
18/02/2025 15:48,3,05:50,16.77,07:08,4.24,4.19,4.01,4.33,0,,Tanque,,,VMS 3,,,,,,,
19/02/2025 02:59,1,09:01,26.72,11:04,6.54,6.54,6.72,6.92,0,,Tanque,,,VMS 3,,,,,,,
19/02/2025 10:55,2,05:51,18.63,07:47,4.59,4.53,4.64,4.87,0,,Tanque,,,VMS 3,,,,,,,
19/02/2025 22:18,3,09:23,24.04,11:17,5.99,5.78,6.01,6.26,0,,Tanque,,,VMS 3,,,,,,,
20/02/2025 10:18,1,09:07,30.78,11:50,7.5,7.54,7.79,7.95,0,,Tanque,,,VMS 3,,,,,,,
20/02/2025 17:12,2,05:01,13.59,06:44,3.49,3.27,3.52,3.31,0,,Tanque,,,VMS 3,,,,,,,
21/02/2025 00:03,1,05:37,14,06:46,3.58,3.23,3.51,3.68,0,,Tanque,,,VMS 3,,,,,,,
21/02/2025 09:34,2,08:19,24.94,09:25,6.29,6.13,6,6.52,0,,Tanque,,,VMS 3,,,,,,,
21/02/2025 15:25,3,04:50,12.18,05:42,3.09,2.93,2.99,3.17,0,,Tanque,,,VMS 3,,,,,,,
21/02/2025 22:09,4,06:29,16.18,06:40,4.1,3.91,4.09,4.08,0,,Tanque,,,VMS 3,,,,,,,
22/02/2025 15:26,1,09:22,34.89,17:10,8.36,8.06,9.2,9.27,0,,Tanque,,,VMS 3,,,,,,,
22/02/2025 19:57,2,05:04,6.5,04:21,1.71,1.68,1.56,1.55,0,,Tanque,,,VMS 3,,,,,,,
23/02/2025 21:30,1,10:56,36.72,25:27:00,8.83,7.94,11.16,8.79,0,,Tanque,,,VMS 3,,,,,,,
24/02/2025 09:03,1,07:41,23.03,11:22,6.23,5.79,5.59,5.42,0,,Tanque,,,VMS 3,,,,,,,
24/02/2025 21:56,2,08:40,26.32,12:45,6.71,6.75,6.23,6.63,0,,Tanque,,,VMS 3,,,,,,,
25/02/2025 03:08,1,05:17,11.89,05:02,3.06,2.88,2.91,3.04,0,,Tanque,,,VMS 3,,,,,,,
25/02/2025 15:08,2,08:19,30.17,11:54,7.41,7.55,7.56,7.65,0,,Tanque,,,VMS 3,,,,,,,
25/02/2025 23:28,3,06:16,17.21,08:12,4.11,4.29,4.38,4.43,0,,Tanque,,,VMS 3,,,,,,,
26/02/2025 05:33,1,05:26,13.82,05:57,3.49,3.52,3.32,3.49,0,,Tanque,,,VMS 3,,,,,,,
26/02/2025 11:14,2,05:39,13.21,05:35,3.25,3.27,3.26,3.43,0,,Tanque,,,VMS 3,,,,,,,
26/02/2025 18:05,3,06:01,17.2,06:45,4.27,4.25,4.35,4.33,0,,Tanque,,,VMS 3,,,,,,,
27/02/2025 02:57,1,07:42,22,08:45,5.57,5.37,5.57,5.49,0,,Tanque,,,VMS 3,,,,,,,
27/02/2025 10:02,2,07:21,19.25,06:57,4.79,4.89,4.8,4.77,0,,Tanque,,,VMS 3,,,,,,,
27/02/2025 14:36,3,05:16,11.58,04:26,2.81,2.95,2.81,3.01,0,,Tanque,,,VMS 3,,,,,,,
27/02/2025 21:21,4,06:44,18.14,06:39,4.55,4.42,4.59,4.58,0,,Tanque,,,VMS 3,,,,,,,
28/02/2025 07:33,1,07:45,25.96,10:05,6.26,6.52,6.47,6.71,0,,Tanque,,,VMS 3,,,,,,,
01/03/2025 01:52,1,11:30,35.61,18:11,7.96,8.47,10.03,9.15,0,,Tanque,,,VMS 3,,,,,,,
01/03/2025 06:53,2,05:20,12.9,04:50,3.22,3.16,3.09,3.43,0,,Tanque,,,VMS 3,,,,,,,
01/03/2025 18:02,3,08:12,27.91,11:03,6.97,6.68,7.15,7.11,0,,Tanque,,,VMS 3,,,,,,,
02/03/2025 01:23,1,06:30,17.49,07:12,4.3,4.25,4.5,4.44,0,,Tanque,,,VMS 3,,,,,,,
02/03/2025 16:01,2,11:16,34.97,14:30,8.5,8.61,8.99,8.87,0,,Tanque,,,VMS 3,,,,,,,
02/03/2025 23:55,1,06:45,18.08,07:42,4.5,4.39,4.61,4.58,0,,Tanque,,,VMS 3,,,,,,,
03/03/2025 09:22,2,07:05,21.2,09:20,5.27,5.12,5.4,5.41,0,,Tanque,,,VMS 3,,,,,,,
03/03/2025 19:37,3,08:01,24.13,10:07,5.98,5.92,6.18,6.05,0,,Tanque,,,VMS 3,,,,,,,
04/03/2025 03:21,1,06:17,16.43,07:36,4.11,4.03,4.16,4.13,0,,Tanque,,,VMS 3,,,,,,,
04/03/2025 15:54,2,10:29,28.92,12:26,7.13,7.06,7.46,7.27,0,,Tanque,,,VMS 3,,,,,,,
04/03/2025 22:16,3,05:29,11.44,06:10,2.75,2.88,2.87,2.94,0,,Tanque,,,VMS 3,,,,,,,
05/03/2025 13:52,1,10:07,30.04,15:30,6.95,7.47,8.11,7.51,0,,Tanque,,,VMS 1,,,,,,,
05/03/2025 19:15,2,05:24,9.38,05:12,2.15,2.34,2.56,2.33,0,,Tanque,,,VMS 1,,,,,,,
05/03/2025 23:17,3,05:06,6.79,03:56,1.56,1.67,1.91,1.65,0,,Tanque,,,VMS 1,,,,,,,
06/03/2025 06:23,1,08:48,15.9,07:01,3.65,3.92,4.33,4,0,,Tanque,,,VMS 1,,,,,,,
06/03/2025 10:24,2,08:03,7.81,03:51,2.41,2.71,2.4,0.29,0,,Tanque,,,VMS 1,,,,,,,
06/03/2025 16:07,3,07:22,16.92,05:35,3.28,3.32,6.71,3.61,0,,Tanque,,,VMS 1,,,,,,,
06/03/2025 23:09,4,08:30,18.85,06:55,4.29,4.81,5.06,4.69,0,,Tanque,,,VMS 1,,,,,,,
07/03/2025 06:04,1,10:48,15.66,06:45,3.71,4.21,3.92,3.82,0,,Tanque,,,VMS 1,,,,,,,
07/03/2025 15:35,2,08:12,22.51,09:20,5.15,5.19,6.53,5.64,0,,Tanque,,,VMS 1,,,,,,,
07/03/2025 23:27,3,06:46,20.32,07:43,4.61,5.11,5.52,5.08,0,,Tanque,,,VMS 1,,,,,,,
08/03/2025 05:53,1,05:52,14.52,06:19,3.44,3.66,3.8,3.62,0,,Tanque,,,VMS 1,,,,,,,
08/03/2025 14:26,2,11:20,21.9,08:26,5.24,5.6,5.47,5.59,0,,Tanque,,,VMS 1,,,,,,,
08/03/2025 23:40,3,12:29,22.36,09:03,5.58,5.65,5.58,5.55,0,,Tanque,,,VMS 1,,,,,,,
09/03/2025 07:47,1,11:42,19.12,07:54,4.35,4.62,5.31,4.84,0,,Tanque,,,VMS 1,,,,,,,
09/03/2025 22:42,2,13:56,32.95,14:42,7.16,8.09,8.76,8.94,0,,Tanque,,,VMS 1,,,,,,,
10/03/2025 03:57,1,10:46,12.88,05:01,2.91,3.43,3.36,3.18,0,,Tanque,,,VMS 1,,,,,,,
10/03/2025 10:25,2,11:44,16.73,06:17,3.83,4.18,4.36,4.36,0,,Tanque,,,VMS 1,,,,,,,
11/03/2025 00:12,1,11:10,27.76,13:35,6.31,6.07,8.36,7.02,0,,Tanque,,,VMS 1,,,,,,,
11/03/2025 08:11,2,06:21,12.51,07:47,2.83,3.2,2.99,3.49,0,,Tanque,,,VMS 1,,,,,,,
11/03/2025 14:59,3,07:22,10.17,06:41,2.29,2.57,2.61,2.7,0,,Tanque,,,VMS 1,,,,,,,
11/03/2025 22:02,4,11:47,8.73,06:55,2.55,2.76,3.42,0,0,,Tanque,,,VMS 1,,,,,,,
12/03/2025 00:49,1,07:50,5.14,02:35,1.83,1.59,1.72,0,0,,Tanque,,,VMS 1,,,,,,,
12/03/2025 06:02,2,07:57,16.42,05:05,2.87,2.99,3.39,7.17,0,,Tanque,,,VMS 1,,,,,,,
12/03/2025 10:27,3,05:53,11.98,04:16,3.12,3.03,2.82,3.01,0,,Tanque,,,VMS 2,,,,,,,
13/03/2025 01:10,1,11:58,32.98,14:38,7.54,7.58,8.16,9.7,0,,Tanque,,,VMS 2,,,,,,,
13/03/2025 09:25,2,07:25,20.28,08:02,5.11,5.23,5.27,4.67,0,,Tanque,,,VMS 2,,,,,,,
13/03/2025 18:25,3,08:04,21.69,08:52,5.27,5.21,5.27,5.94,0,,Tanque,,,VMS 2,,,,,,,
14/03/2025 00:23,1,05:56,11.8,05:49,2.85,2.92,3.21,2.82,0,,Tanque,,,VMS 2,,,,,,,
14/03/2025 05:43,2,06:12,12.11,05:14,3.04,3.1,2.78,3.19,0,,Tanque,,,VMS 2,,,,,,,
14/03/2025 13:58,3,06:20,18.64,08:09,4.33,4.6,4.58,5.13,0,,Tanque,,,VMS 2,,,,,,,
14/03/2025 19:20,4,05:27,12.22,05:15,2.97,3.03,3.23,2.99,0,,Tanque,,,VMS 2,,,,,,,
15/03/2025 03:03,1,08:39,19.28,07:36,4.71,4.57,4.8,5.2,0,,Tanque,,,VMS 2,,,,,,,
15/03/2025 10:32,2,06:48,17.78,07:20,4.15,4.17,4.28,5.18,0,,Tanque,,,VMS 2,,,,,,,
15/03/2025 18:28,3,06:26,18.52,07:50,4.31,4.39,4.37,5.45,0,,Tanque,,,VMS 2,,,,,,,
16/03/2025 00:51,1,05:29,13.27,06:15,3.22,3.35,3.24,3.46,0,,Tanque,,,VMS 2,,,,,,,
16/03/2025 11:43,2,08:00,23.97,10:47,5.54,5.73,6.05,6.65,0,,Tanque,,,VMS 2,,,,,,,
16/03/2025 16:58,3,10:07,12.17,05:06,2.87,3.13,3.11,3.06,0,,Tanque,,,VMS 2,,,,,,,
16/03/2025 22:16,4,07:03,21.72,05:07,4.91,4.83,5.45,6.53,0,,Tanque,,,VMS 2,,,,,,,
17/03/2025 03:21,1,06:02,12.16,04:57,3.03,2.95,2.8,3.38,0,,Tanque,,,VMS 2,,,,,,,
17/03/2025 09:48,2,06:44,14.55,06:21,3.58,3.48,3.79,3.7,0,,Tanque,,,VMS 2,,,,,,,
17/03/2025 17:56,3,06:13,18.37,08:00,4.4,4.48,4.55,4.94,0,,Tanque,,,VMS 2,,,,,,,
18/03/2025 03:02,1,07:01,20.31,08:59,4.89,5.14,4.95,5.33,0,,Tanque,,,VMS 2,,,,,,,
18/03/2025 15:53,2,08:17,28.53,12:44,6.86,6.86,7.01,7.8,0,,Tanque,,,VMS 2,,,,,,,
19/03/2025 01:00,1,05:53,16.52,08:58,3.8,3.97,4.17,4.58,0,,Tanque,,,VMS 2,,,,,,,
19/03/2025 08:06,2,06:06,15.94,07:00,3.86,3.84,3.73,4.51,0,,Tanque,,,VMS 2,,,,,,,
19/03/2025 14:41,3,06:06,14.83,06:29,3.37,3.51,3.68,4.27,0,,Tanque,,,VMS 2,,,,,,,
19/03/2025 22:33,4,10:20,18.27,07:45,4.31,4.32,4.49,5.15,0,,Tanque,,,VMS 2,,,,,,,
20/03/2025 04:49,1,07:03,15.11,06:05,3.7,3.43,3.72,4.26,0,,Tanque,,,VMS 2,,,,,,,
20/03/2025 15:34,2,07:34,23.67,10:38,5.75,5.68,5.94,6.3,0,,Tanque,,,VMS 2,,,,,,,
20/03/2025 19:37,3,04:48,8.54,03:55,2.17,1.99,2.11,2.27,0,,Tanque,,,VMS 2,,,,,,,
21/03/2025 01:34,1,05:47,12.39,05:51,2.88,3.18,3,3.33,0,,Tanque,,,VMS 2,,,,,,,
21/03/2025 06:49,2,06:49,12.96,05:09,3.26,3.15,3.24,3.31,0,,Tanque,,,VMS 2,,,,,,,
21/03/2025 15:42,3,06:56,20.28,08:46,5.03,4.74,5.16,5.35,0,,Tanque,,,VMS 2,,,,,,,
21/03/2025 21:14,4,05:06,12.04,05:25,2.77,2.93,2.88,3.46,0,,Tanque,,,VMS 2,,,,,,,
22/03/2025 05:51,1,06:05,17.9,08:32,4.34,4.61,4.65,4.3,0,,Tanque,,,VMS 2,,,,,,,
22/03/2025 15:07,2,06:24,20.01,09:09,4.73,4.73,5.05,5.5,0,,Tanque,,,VMS 2,,,,,,,
22/03/2025 21:35,3,07:28,11.14,06:20,2.85,2.52,2.78,2.99,0,,Tanque,,,VMS 2,,,,,,,
23/03/2025 03:23,1,07:25,12.74,05:40,3.02,3.18,2.87,3.67,0,,Tanque,,,VMS 2,,,,,,,
23/03/2025 09:49,2,05:29,13.96,06:18,3.36,3.17,3.55,3.88,0,,Tanque,,,VMS 2,,,,,,,
23/03/2025 15:45,3,05:55,13.21,05:50,3.28,3.13,3.2,3.6,0,,Tanque,,,VMS 2,,,,,,,
24/03/2025 03:51,1,09:23,26.73,12:00,6.48,6.17,6.85,7.23,0,,Tanque,,,VMS 2,,,,,,,
24/03/2025 17:47,2,08:32,26.18,13:46,6.38,6.3,6.7,6.8,0,,Tanque,,,VMS 2,,,,,,,
24/03/2025 22:40,3,04:29,6.75,04:44,1.5,1.84,1.71,1.7,0,,Tanque,,,VMS 2,,,,,,,
25/03/2025 05:48,1,04:42,12.5,07:03,3.17,3.01,3.2,3.12,0,,Tanque,,,VMS 2,,,,,,,
25/03/2025 15:31,2,05:47,19.67,09:37,5.03,4.89,5,4.75,0,,Tanque,,,VMS 2,,,,,,,
25/03/2025 21:43,3,06:47,14.07,06:06,3.53,3.5,3.61,3.43,0,,Tanque,,,VMS 2,,,,,,,
26/03/2025 06:02,1,07:40,18.27,08:11,4.56,4.4,5.29,4.02,0,,Tanque,,,VMS 2,,,,,,,
26/03/2025 11:08,2,04:13,10.71,04:58,2.71,2.53,2.63,2.84,0,,Tanque,,,VMS 2,,,,,,,
26/03/2025 18:50,3,04:44,16.6,07:38,4.12,4.2,4.09,4.19,0,,Tanque,,,VMS 2,,,,,,,
27/03/2025 00:01,1,04:06,11.7,05:05,2.72,2.87,2.88,3.23,0,,Tanque,,,VMS 2,,,,,,,
27/03/2025 05:49,2,04:52,14.24,05:44,3.39,3.46,3.57,3.82,0,,Tanque,,,VMS 2,,,,,,,
27/03/2025 13:41,3,08:32,21.21,07:47,5.11,5.18,5.07,5.85,0,,Tanque,,,VMS 2,,,,,,,
27/03/2025 22:34,4,07:21,21.85,08:44,5.25,5.41,5.42,5.77,0,,Tanque,,,VMS 2,,,,,,,
28/03/2025 06:46,1,07:50,19.86,08:04,4.89,4.94,4.82,5.21,0,,Tanque,,,VMS 2,,,,,,,
28/03/2025 17:16,2,08:25,23.75,10:22,5.54,5.74,5.95,6.52,0,,Tanque,,,VMS 2,,,,,,,
29/03/2025 02:16,1,07:18,21.85,08:51,5.09,5.17,5.51,6.08,0,,Tanque,,,VMS 2,,,,,,,
29/03/2025 11:06,2,07:04,20.98,08:42,5.14,5.02,5.15,5.67,0,,Tanque,,,VMS 2,,,,,,,
29/03/2025 17:43,3,06:05,14.99,06:30,3.55,3.63,3.85,3.96,0,,Tanque,,,VMS 2,,,,,,,
29/03/2025 22:51,4,07:29,12.4,05:01,2.75,2.97,3.01,3.67,0,,Tanque,,,VMS 2,,,,,,,
30/03/2025 08:48,1,07:10,24.14,09:50,5.59,5.86,5.96,6.73,0,,Tanque,,,VMS 2,,,,,,,
30/03/2025 18:33,2,07:52,23.76,09:37,5.61,5.62,6,6.53,0,,Tanque,,,VMS 2,,,,,,,
31/03/2025 01:33,1,06:13,17.15,06:52,4.19,4.21,4.07,4.68,0,,Tanque,,,VMS 2,,,,,,,
31/03/2025 09:41,2,06:53,18.99,08:01,4.36,4.62,4.56,5.45,0,,Tanque,,,VMS 2,,,,,,,
31/03/2025 16:49,3,05:23,13.58,07:00,3.12,3.49,3.31,3.66,0,,Tanque,,,VMS 2,,,,,,,
01/04/2025 02:24,1,07:30,21,09:30,5.05,5.01,5.35,5.59,0,,Tanque,,,VMS 2,,,,,,,
01/04/2025 11:25,2,06:11,20.28,08:53,4.83,5.1,4.92,5.43,0,,Tanque,,,VMS 2,,,,,,,
01/04/2025 18:15,3,05:29,14.61,06:44,3.47,3.53,3.58,4.03,0,,Tanque,,,VMS 2,,,,,,,
02/04/2025 01:59,1,09:26,18.67,07:38,4.43,4.48,4.63,5.13,0,,Tanque,,,VMS 2,,,,,,,
02/04/2025 11:04,2,08:16,20.13,08:55,4.8,4.99,4.8,5.54,0,,Tanque,,,VMS 2,,,,,,,
02/04/2025 17:58,3,05:48,13.88,06:46,3.14,3.53,3.42,3.79,0,,Tanque,,,VMS 2,,,,,,,
03/04/2025 05:59,1,07:43,24.51,11:55,5.94,5.99,6.29,6.29,0,,Tanque,,,VMS 2,,,,,,,
03/04/2025 10:16,2,04:53,8.82,04:09,2.3,2.14,2.12,2.26,0,,Tanque,,,VMS 2,,,,,,,
03/04/2025 19:34,3,06:27,20.24,09:13,4.88,5.02,5.08,5.26,0,,Tanque,,,VMS 2,,,,,,,
04/04/2025 08:07,1,08:53,25.62,12:25,6.18,6.05,6.27,7.12,0,,Tanque,,,VMS 2,,,,,,,
04/04/2025 12:20,2,04:24,8.82,04:04,2.02,2.26,2.16,2.38,0,,Tanque,,,VMS 2,,,,,,,
04/04/2025 17:12,3,05:54,11.75,04:47,2.76,2.74,2.91,3.34,0,,Tanque,,,VMS 2,,,,,,,
05/04/2025 03:14,1,08:52,22.79,09:56,5.25,5.22,5.71,6.61,0,,Tanque,,,VMS 2,,,,,,,
05/04/2025 08:32,2,06:44,13.32,05:09,3.25,3.11,3.16,3.8,0,,Tanque,,,VMS 2,,,,,,,
05/04/2025 15:43,3,07:20,16.82,07:03,4.01,4.02,4.21,4.58,0,,Tanque,,,VMS 2,,,,,,,
06/04/2025 11:10,1,12:19,35.61,19:20,9.32,7.67,9.66,8.96,0,,Tanque,,,VMS 2,,,,,,,
07/04/2025 01:57,1,10:30,30.55,14:34,6.97,7.44,7.39,8.75,0,,Tanque,,,VMS 2,,,,,,,
07/04/2025 10:50,2,09:52,17.85,08:43,4.31,4.66,4.25,4.63,0,,Tanque,,,VMS 2,,,,,,,
07/04/2025 18:21,3,06:03,16.31,07:21,3.87,3.92,4.06,4.46,0,,Tanque,,,VMS 2,,,,,,,
08/04/2025 04:06,1,08:45,21.81,09:38,5.27,5.25,5.42,5.87,0,,Tanque,,,VMS 2,,,,,,,
08/04/2025 09:48,2,04:48,12.31,05:33,2.99,3.06,3.06,3.2,0,,Tanque,,,VMS 2,,,,,,,
08/04/2025 15:43,3,05:10,12.02,05:49,2.95,2.86,2.98,3.23,0,,Tanque,,,VMS 2,,,,,,,
08/04/2025 23:14,4,06:38,14.84,07:25,3.85,3.67,3.75,3.57,0,,Tanque,,,VMS 2,,,,,,,
09/04/2025 07:18,1,06:50,18.89,07:57,4.62,4.5,4.75,5.02,0,,Tanque,,,VMS 2,,,,,,,
09/04/2025 17:03,2,08:16,22.86,09:37,5.54,5.69,5.61,6.02,0,,Tanque,,,VMS 2,,,,,,,
09/04/2025 22:50,3,06:43,13.31,05:39,3.3,3.32,3.35,3.34,0,,Tanque,,,VMS 2,,,,,,,
10/04/2025 06:45,1,09:03,14.35,07:48,4.83,4.73,4.79,0,0,,Tanque,,,VMS 2,,,,,,,
10/04/2025 14:31,2,08:49,22.88,07:37,4.3,4.03,4.68,9.87,0,,Tanque,,,VMS 2,,,,,,,
11/04/2025 04:07,1,08:54,26.25,13:26,5.92,7.21,5.96,7.16,0,,Tanque,,,VMS 2,,,,,,,
11/04/2025 12:06,2,07:48,22.34,07:50,6.08,4.84,6.34,5.08,0,,Tanque,,,VMS 2,,,,,,,
11/04/2025 19:47,3,06:53,16.97,07:33,3.99,4.01,4.17,4.8,0,,Tanque,,,VMS 2,,,,,,,
12/04/2025 00:54,1,05:39,11.97,04:59,3.02,2.91,2.96,3.08,0,,Tanque,,,VMS 2,,,,,,,
12/04/2025 08:29,2,09:29,18.65,07:29,4.55,4.55,4.64,4.91,0,,Tanque,,,VMS 2,,,,,,,
12/04/2025 17:24,3,08:45,21.11,08:45,5.15,5.21,5.31,5.44,0,,Tanque,,,VMS 2,,,,,,,
13/04/2025 03:56,1,08:42,22.46,10:23,5.34,5.48,5.68,5.96,0,,Tanque,,,VMS 2,,,,,,,
13/04/2025 11:16,2,08:58,18.38,07:10,4.37,4.64,4.47,4.9,0,,Tanque,,,VMS 2,,,,,,,
13/04/2025 22:58,3,07:43,6.64,11:33,0.67,0,0,5.97,0,,Tanque,,,VMS 2,,,,,,,
14/04/2025 08:42,1,12:46,31.46,09:35,8.42,8,9.74,5.3,0,,Tanque,,,VMS 2,,,,,,,
14/04/2025 20:47,2,08:20,24.48,11:52,5.45,5.94,5.7,7.39,0,,Tanque,,,VMS 2,,,,,,,
15/04/2025 06:22,1,07:08,21,09:26,4.96,5.18,4.95,5.91,0,,Tanque,,,VMS 2,,,,,,,
15/04/2025 15:28,2,05:47,15.76,08:59,3.6,4.24,3.55,4.37,0,,Tanque,,,VMS 2,,,,,,,
15/04/2025 22:02,3,05:41,10.47,06:27,2.53,2.44,2.58,2.92,0,,Tanque,,,VMS 2,,,,,,,
16/04/2025 06:41,1,11:04,18.18,08:34,4.34,4.63,4.37,4.84,0,,Tanque,,,VMS 2,,,,,,,
16/04/2025 14:34,2,06:40,17.97,07:41,4.28,4.27,4.31,5.11,0,,Tanque,,,VMS 2,,,,,,,
16/04/2025 19:27,3,08:06,10.29,04:46,2.53,2.41,2.56,2.79,0,,Tanque,,,VMS 2,,,,,,,
17/04/2025 05:46,1,10:30,24.46,10:10,5.61,6.01,5.84,7,0,,Tanque,,,VMS 2,,,,,,,
17/04/2025 15:13,2,08:39,23.89,09:16,5.7,5.72,5.77,6.7,0,,Tanque,,,VMS 2,,,,,,,
18/04/2025 01:05,1,08:14,22.07,09:43,4.96,5.69,5.54,5.88,0,,Tanque,,,VMS 2,,,,,,,
18/04/2025 09:07,2,06:00,18.77,07:53,4.32,4.9,4.65,4.9,0,,Tanque,,,VMS 2,,,,,,,
18/04/2025 19:33,3,07:34,24.4,10:19,5.62,6,6.14,6.64,0,,Tanque,,,VMS 2,,,,,,,
